upc,brand_descr,actual_manuf,1/1/2011,1/8/2011,1/15/2011,1/22/2011,1/29/2011,2/5/2011,2/12/2011,2/19/2011,2/26/2011,3/5/2011,3/12/2011,3/19/2011,3/26/2011,4/2/2011,4/9/2011,4/16/2011,4/23/2011,4/30/2011,5/7/2011,5/14/2011,5/21/2011,5/28/2011,6/4/2011,6/11/2011,6/18/2011,6/25/2011,7/2/2011,7/9/2011,7/16/2011,7/23/2011,7/30/2011,8/6/2011,8/13/2011,8/20/2011,8/27/2011,9/3/2011,9/10/2011,9/17/2011,9/24/2011,10/1/2011,10/8/2011,10/15/2011,10/22/2011,10/29/2011,11/5/2011,11/12/2011,11/19/2011,11/26/2011,12/3/2011,12/10/2011,12/17/2011,12/24/2011,12/31/2011,1/7/2012,1/14/2012,1/21/2012,1/28/2012,2/4/2012,2/11/2012,2/18/2012,2/25/2012,3/3/2012,3/10/2012,3/17/2012,3/24/2012,3/31/2012,4/7/2012,4/14/2012,4/21/2012,4/28/2012,5/5/2012,5/12/2012,5/19/2012,5/26/2012,6/2/2012,6/9/2012,6/16/2012,6/23/2012,6/30/2012,7/7/2012,7/14/2012,7/21/2012,7/28/2012,8/4/2012,8/11/2012,8/18/2012,8/25/2012,9/1/2012,9/8/2012,9/15/2012,9/22/2012,9/29/2012,10/6/2012,10/13/2012,10/20/2012,10/27/2012,11/3/2012,11/10/2012,11/17/2012,11/24/2012,12/1/2012,12/8/2012,12/15/2012,12/22/2012,12/29/2012,1/5/2013,1/12/2013,1/19/2013,1/26/2013,2/2/2013,2/9/2013,2/16/2013,2/23/2013,3/2/2013,3/9/2013,3/16/2013,3/23/2013,3/30/2013,4/6/2013,4/13/2013,4/20/2013,4/27/2013,5/4/2013,5/11/2013,5/18/2013,5/25/2013,6/1/2013,6/8/2013,6/15/2013,6/22/2013,6/29/2013,7/6/2013,7/13/2013,7/20/2013,7/27/2013,8/3/2013,8/10/2013,8/17/2013,8/24/2013,8/31/2013,9/7/2013,9/14/2013,9/21/2013,9/28/2013,10/5/2013,10/12/2013,10/19/2013,10/26/2013,11/2/2013,11/9/2013,11/16/2013,11/23/2013,11/30/2013,12/7/2013,12/14/2013,12/21/2013,12/28/2013
3800057624,KEL FROSTED MINI-WHEATS,KEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,13,9,4,15,2,1,4,10,1,1,2,5,9,21,4,7,24,13,1,3,1,3,2,7,5,4,4,4,8,3,14,12,14,11,7,4,1,2,2,2,0,6,1,1,0,1,2,3,6,0,3,5,5,0,1,0,4,5,4,4,2,6,4,3,0,2,3,0,2,2,7,1,2,1,2,4,7,5,1,1,0,2,8,4,6,3,0,0,1,3,2,4,7,2,3,2,5,13,49,30,1,1,1,1,2,1
3800057630,KEL FROSTED MINI-WHEATS,KEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,8,5,20,1,2,4,5,2,2,1,2,6,6,3,9,19,11,0,2,2,1,1,5,1,2,1,4,7,1,7,11,8,3,13,4,1,1,2,1,0,2,4,2,3,0,2,1,2,1,1,2,2,1,0,0,1,6,0,3,1,2,1,2,0,0,0,0,1,1,13,1,1,0,1,3,6,2,2,1,0,3,2,2,1,3,1,3,0,3,2,1,5,4,4,3,2,11,23,18,1,1,1,2,2,3
3800057636,KEL FROSTED MINI-WHEATS,KEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,12,5,19,4,6,5,9,6,3,8,8,13,13,11,10,26,11,5,4,8,5,8,9,4,2,1,11,5,2,11,19,15,12,16,4,5,2,2,1,0,5,3,2,2,2,0,3,2,1,1,6,7,2,3,0,2,5,0,0,0,7,7,3,1,2,3,1,1,1,13,4,3,0,3,4,13,5,1,2,1,4,8,3,8,3,2,1,2,2,2,1,8,3,5,2,4,25,48,43,3,2,1,4,2,1
3800059026,KEL VANILLA FLV MLTGR 2012 TU,KEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,5,1,8,6,1,1,3,68,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3800059038,KEL SPIDEY BERRY SPIDERMAN,KEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,23,8,15,7,4,0,4,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3800059644,KEL FROSTED FLAKES,KEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,59,84,42,13,111,63,80,65,60,51,26,31,50,64,27,28,52,67,25,29,34,45,124,37,16,21,15,6,5,20,59,36,35,36,16,187,71,47,41,28,6,10,8,19,10,16,14,16,12,12,10,10,15,15,10,14,113,12,11,12,25,114,45,10,26,19,13,6,13,21,15,13,12,18,11,6,4,7,13,4,12
3800059655,KEL FROSTED FLAKES,KEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,13,14,6,8,4,17,13,80,8,40,34,4,12,12,9,17,9,11,3,7,5,18,13,21,8,10,5,17,13,102,37,12,14,6,6,18,13,8,82,21,10,7,6,72,184,154,8,6,11,13,13,44,40,95,70,26,11,22,28,11,7,109,23,12,12,179,13,12,8,13,13,13,10,17,30,25,13,10
3800059658,KEL FROSTED FLAKES,KEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,7,20,20,22,15,23,14,17,17,13,12,23,13,14,8,99,68,16,16,11,20,26,11,22,18,28,22,16,14,24,18,7,7,28,16,23,21,259,108,67,13,6,24,74,23,22,18,21,10,23,21,21,13,4,5,25,26,14,15,8,12,22,8,9,20,20,19,6,32,17,15,20,18,21,10,12,12,27,15,24
3800059661,KEL RAISIN BRAN,KEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,7,12,17,11,8,6,11,9,11,6,14,12,17,8,8,51,35,12,8,11,12,13,6,9,10,11,10,7,6,9,8,5,6,11,7,5,14,72,33,14,8,9,15,42,15,24,24,14,15,9,12,9,5,18,10,22,16,16,10,12,6,17,7,23,4,7,10,13,22,12,10,13,22,12,9,6,12,15,15,6
3800059663,KEL RAISIN BRAN,KEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,4,0,8,13,4,3,8,5,5,5,4,4,5,5,4,6,4,4,5,2,0,3,13,11,2,3,7,6,12,7,8,6,14,7,9,2,2,3,3,0,2,5,7,4,2,1,17,7,10,3,2,2,2,0,3,4,1,4,1,4,5,2,3,3,3,2,3,1,1,0,1,1,1,1,4,2,2
3800059665,KEL RAISIN BRAN,KEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,1,1,2,2,2,0,5,2,1,1,6,6,1,4,4,4,2,5,2,5,4,2,3,4,26,4,3,5,0,2,7,0,0,0,1,1,2,5,2,1,1,1,3,0
3800059667,KEL ALL-BRAN COMPLETE WHT FLK,KEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3800059679,KEL FROSTED MINI-WHT LTTLE BTS,KEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,3,6,7,5,3,10,6,3,3,8,4,2,4,1,4,7,7,1,3,2,3,6,2,2,6,9,6,4,1,9,3,5,4,4,4,11,6,2,4,2,1,3,5,5,13,4,7,5,5,3,15,2,5,2,4,10,10,7,8,5,4,5,2,6,1,2,6,6,9,11,3,21,32,24,1,3,5,4,3,1
3800059682,KEL FROSTED MINI-WHT LTTLE BTS,KEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,7,5,6,14,9,6,26,16,9,12,11,10,6,4,4,6,6,12,12,8,3,7,7,11,8,4,10,12,2,0,12,8,12,7,5,6,17,9,6,7,7,4,3,10,0,10,2,11,10,6,4,7,2,4,4,5,20,10,7,1,9,1,4,12,3,8,4,11,6,6,8,4,26,37,31,16,3,8,2,6,1
3800059703,KEL FROSTED MINI-WHEATS,KEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,4,1,3,2,5,4,3,1,3,2,2,2,2,2,3,1,0,2,2,1,1,1,5,0,0,1,2,0,2,1,7,3,2,2,1,2,1,0,0,2,1,3,1,1,0,1,1,4,1,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3800059921,KEL SPECIAL K RED BERRY,KEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,16,15,20,8,14,9,11,16,14,13,10,10,7,4,8,7,11,9,2,11,6,7,9,5,6,13,5,8,9,11,9,3,6,6,7,8,5,5,6,11,3,4,3,1,8,3,7,3,5,4,9,5
3800059923,KEL SPECIAL K RED BERRY,KEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,6,8,19,130,22,26,13,11,22,1,0,17,13,21,15,8,11,7,6,7,39,20,19,22,16,51,12,14,5,19,9,7,6,30,8,5,6,13,15,86,14,7,29,10,14,15,11,16,11,10,5,8,10,3
3800060160,KEL SPECIAL K RED BERRY,KEL,6,59,20,15,16,69,81,11,16,5,9,5,9,2,45,25,29,3,6,5,27,5,11,7,13,21,29,23,16,7,47,12,11,7,4,4,6,18,8,21,8,12,18,10,4,10,13,5,5,7,6,2,4,13,41,68,37,14,17,10,9,13,13,7,4,10,33,14,8,5,22,15,7,10,8,12,14,9,10,34,33,20,9,13,14,8,15,38,35,33,8,7,10,5,7,4,7,8,9,6,5,5,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3800063530,KEL FROOT LOOPS,KEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,104,29,41,15,6,0,1,0,5,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,61,61,24,7,34,43,18,1,0,0,150,58,23,53,10,2,2,5,12,6,0,5,84,54,47,12,11,8,29,26,28,31,23,38,13,15,30,18,5,3,4,6,8,44,48,79,24,59,91,22,30,15,104,133,38,16,31,24,24,2,17,22,4,12,5,9,4,4,2,4,2,6,8,2,16,5,3,4,46,22,36,3,68,47,39,29,9,16,6,8,9,5,11,1,4,6,2,2,5,3,5,4,7,0,5,4,2,1
3800063560,KEL CORN POPS,KEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,53,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,48,27,10,0,17,8,0,0,0,0,134,24,2,0,0,0,0,0,0,0,0,2,64,39,9,13,10,8,10,28,18,17,1,11,9,7,10,8,1,0,4,5,5,28,30,50,21,32,45,13,16,8,57,94,34,8,10,2,0,1,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,35,12,27,41,24,6,8,6,6,3,1,8,3,1,0,1,7,7,2,0,3,7,7,0,8,5,0,2
3800063570,KEL FROSTED FLAKES,KEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,106,26,26,17,7,3,1,0,5,2,6,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,55,48,19,8,16,25,5,5,11,16,171,57,19,44,10,0,7,5,4,7,10,11,75,51,44,19,19,13,15,32,28,30,28,34,9,22,29,26,6,4,5,12,5,44,30,79,35,35,75,21,22,12,91,117,52,13,25,13,19,2,7,8,13,13,4,12,10,7,0,7,1,4,11,2,6,1,6,2,45,20,25,14,68,49,29,21,16,17,5,8,6,14,14,0,8,1,5,3,3,3,2,8,4,1,1,6,1,0
3800066330,KEL SMART START,KEL,3,3,7,4,2,3,5,0,4,4,3,2,10,6,3,3,1,4,5,2,5,1,4,12,3,4,3,3,3,3,3,1,4,7,2,1,9,3,6,3,5,2,3,1,4,1,1,3,2,4,4,2,3,1,4,3,1,2,2,4,3,4,6,2,1,2,3,4,5,3,2,4,1,3,1,2,5,3,3,5,4,4,3,1,3,3,3,4,4,2,4,2,1,3,3,3,4,4,4,3,4,4,5,2,0,4,5,3,2,4,2,2,4,2,5,3,3,2,3,2,3,7,6,5,4,1,1,4,3,2,4,1,5,1,5,3,0,1,6,2,5,3,1,2,2,2,0,2,2,3,4,1,3,2,1,1,0
3800070432,KEL CINNAMON JACKS,KEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,9,9,8,8,4,5,5,4,3,5,2,3,2,5,0,4,12,12,0,0,0,2,2,7,1,3,1,1,2,2,1,4,1,8,2,3,1,1,1,1,1,1,1,0,1,0,0,1,2,1
3800071073,KEL FROSTED MINI-WHT LTTLE BTS,KEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,0,10,2,2,2,2,1,1,0,4,4,1,1,3,0,1,1,1,1,0,3,0,2,4,2,6,3,5,0,1,3,3,1,8,0,11,0,3,2,1,1,1,1,1,2,0,2,3,0,0,5,1,0,0,1,1,1,1,5,0,0,1,1,2,2,2,12,0,0,2,4,12,8,12,1,0,2,1,0,1
3800071318,KEL FROSTED MINI-WHEATS,KEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,4,1,6,0,0,1,3,1,0,0,2,1,0,3,2,2,1,1,1,1,1,1,2,1,2,3,8,6,6,3,6,8,2,4,7,5,1,3,4,5,0,3,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3800071713,KEL FROSTED FLAKES CHOCOLT TNY,KEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,14,2,2,5,7,1,8,6,9,2,2,3,2,6,5,4,16,8,2,3,14,2,5,3,0,6,3,2,4,3,9,9,4
3800072402,KEL FROSTED FLAKES,KEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,79,1,1,21,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,1,0,1,1,1,0,0,0,0,0,0,0,24,41,10,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3800076272,KEL SPECIAL K CHOCOLATEY STRBY,KEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,18,10,6,2,2,8,2,4,3,0,1,0,2,1,0,4,10,0,0,1,6,6,1,4,2,2,2,1,0,6,2,0,0,1,2,14,13,3,5,0,3,1,3,4,2,1,0,1,3,0
3800076862,KEL COCOA KRISPIES,KEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,10,7,19,11,6,10,3,3,9,10,9,44,6,6,7,6,10,51,58,11,6,10,16,3,11,8,17,7,1,2,5,16,5,4,44,9,7,6,43,6,7,6,8,10,6,9,4,9,14,7,5
3800078174,KEL FROOT LOOPS TREASURES,KEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,4,8,3,4,1,5,6,1,4,11,7,2,6,1,5,2,3,4,4,5,2,2,8,5,4,3
3800078609,KEL COCOA KRISPIES,KEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1,2,0,83,0,1,2,5,0,1,6,6,6,0,0,4,3,3,1,0,5,1,4
3800078612,KEL CRUNCHY NUT,KEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,1,3,0,2,2,1,1,0,0,2,5,3,0,4,1,3,1,2,3,1,0
3800078615,KEL CRUNCHY NUT,KEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,0,1,0,2,1,1,0,0,1,1,0,0,1,3,2,0,3,2,3,0,0,1,2,3,1
3800078669,KEL SPECIAL K CHOCOLATY DELGHT,KEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,1,2,3,10,2,4,6,2,2,27,10,5,4,1,2,5,8,8,3,7,2,4,5,2
3800078704,KEL SPECIAL K CINNAMON PECAN,KEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,2,10,0,0,4,9,1,1,1,0,1,39,15,1,15,2,4,4,3,5,5,4,3,3,2,2
3800078711,KEL SPECIAL K FRUIT & YOGURT,KEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,10,10,6,6,9,9,8,21,11,4,8,4,9,37,24,5,16,7,8,7,1,0,4,2,8,0,4,5
3800078722,KEL SPECIAL K OAT & HONEY,KEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,3,1,1,1,0,0,4,0,0,1,0,0,0
