upc,brand_descr,actual_manuf,1/1/2011,1/8/2011,1/15/2011,1/22/2011,1/29/2011,2/5/2011,2/12/2011,2/19/2011,2/26/2011,3/5/2011,3/12/2011,3/19/2011,3/26/2011,4/2/2011,4/9/2011,4/16/2011,4/23/2011,4/30/2011,5/7/2011,5/14/2011,5/21/2011,5/28/2011,6/4/2011,6/11/2011,6/18/2011,6/25/2011,7/2/2011,7/9/2011,7/16/2011,7/23/2011,7/30/2011,8/6/2011,8/13/2011,8/20/2011,8/27/2011,9/3/2011,9/10/2011,9/17/2011,9/24/2011,10/1/2011,10/8/2011,10/15/2011,10/22/2011,10/29/2011,11/5/2011,11/12/2011,11/19/2011,11/26/2011,12/3/2011,12/10/2011,12/17/2011,12/24/2011,12/31/2011,1/7/2012,1/14/2012,1/21/2012,1/28/2012,2/4/2012,2/11/2012,2/18/2012,2/25/2012,3/3/2012,3/10/2012,3/17/2012,3/24/2012,3/31/2012,4/7/2012,4/14/2012,4/21/2012,4/28/2012,5/5/2012,5/12/2012,5/19/2012,5/26/2012,6/2/2012,6/9/2012,6/16/2012,6/23/2012,6/30/2012,7/7/2012,7/14/2012,7/21/2012,7/28/2012,8/4/2012,8/11/2012,8/18/2012,8/25/2012,9/1/2012,9/8/2012,9/15/2012,9/22/2012,9/29/2012,10/6/2012,10/13/2012,10/20/2012,10/27/2012,11/3/2012,11/10/2012,11/17/2012,11/24/2012,12/1/2012,12/8/2012,12/15/2012,12/22/2012,12/29/2012,1/5/2013,1/12/2013,1/19/2013,1/26/2013,2/2/2013,2/9/2013,2/16/2013,2/23/2013,3/2/2013,3/9/2013,3/16/2013,3/23/2013,3/30/2013,4/6/2013,4/13/2013,4/20/2013,4/27/2013,5/4/2013,5/11/2013,5/18/2013,5/25/2013,6/1/2013,6/8/2013,6/15/2013,6/22/2013,6/29/2013,7/6/2013,7/13/2013,7/20/2013,7/27/2013,8/3/2013,8/10/2013,8/17/2013,8/24/2013,8/31/2013,9/7/2013,9/14/2013,9/21/2013,9/28/2013,10/5/2013,10/12/2013,10/19/2013,10/26/2013,11/2/2013,11/9/2013,11/16/2013,11/23/2013,11/30/2013,12/7/2013,12/14/2013,12/21/2013,12/28/2013
3000006950,QKR KING VITAMAN,other,12,26,22,19,26,27,34,30,39,35,16,21,26,37,30,20,28,20,13,16,12,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000006951,QKR KING VITAMAN,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,11,6,14,10,5,10,10,21,7,18,10,19,11,19,14,25,14,14,12,12,9,13,6,9,13,11,3,6,12,12,11,3,11,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000007840,QKR HONEY GRAHAM OH!S,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,16,13,15,12,8,7,12,12,2,6,5,9,7,8,10,11,5,7,3,5,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000007843,QKR HONEY GRAHAM OH!S,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,6,8,7,13,5,3,3,4,12,11,7,10,12,7,5,5,8,2,5,4,1,3,2,2,3,5,2,4,3,3,4,2,2,2,3,4,1,1,2,2,3,0,4,4,1,4,2,3,1,4,0,5,1,1,3,1,2,0,1,0,3,1,0,2,4,2,2,0,4,5,1,1,3,4,4,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000031168,QKR CAP'N CRN OOPS! ALL BRY,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,14,13,11,12,32,21,17,10,35,30,15,13,11,32,9,21,21,13,19,1,6,25,62,24,7,10,9,4,3,8,9,9,11,10,16,16,3,5,4,15,8,2,4,8,10,21,28,18,56,22,11,3,12,13,3,20,24,8,8,4,3,11,4,6,2,11,16,21,9,8,9,16,3,5,9,9,6,24,12,40,2,3,13,42,7,7,8,13,11,5,2,8,12,0,4,4,13,2,7
3000031259,QKR CAP'N CRUNCH CHCLTY CRN,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,2,3,2,6,11,4,1,15,10,6,4,9,14,5,5,20,11,12,4,5,9,47,10,11,2,4,3,1,1,2,4,5,9,7,6,0,0,0,1,8,0,2,6,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000031328,QKR OATMEAL SQUARES,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,5,7,2,10,7,4,7,7,1,5,3,2,5,4,3,1,2,2,2,4,6,14,2,0,2,4,4,2,7,5,0,2,9,5,17,8,5,1,4,0,0,0,0,3,2,0,2,1,1,2,3,1,5,10,2,0,2,3,0,5,15,5,1,0,2,3,14,1,1,0,1,2,2,1,3,0,2,0,0,2,3,3,1,1,5,4,0,2,1,3,1,2,0,3,2,3,1,0
3000031349,QKR WHOLE HEARTS,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,8,0,5,0,0,1,1,1,0,0,0,5,7,1,4,0,4,1,27,3,4,1,10,3,17,7,3,6,2,8,16,165,139,64,7,1,0,0,18,4,4,6,4,3,15,6,9,2,10,2,2,1,0,2,0,0,6,3,4,0,3,1,1,2,1,1,2,20,10,0,0,1,2,1,2,3,0,0,2,1,0,3,0,1,3,2,0,6
3000031528,QKR CAP'N CRUNCH CINNMN RL CRN,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,4,0,6,4,2,14,3,5,4,5,0,8,4,1,1,6,7,12,9,6,10,7,2,5,5,8,2,14,19,0,0,4,3,12,3,0,3,11,5,6,2,2,3,1,1,1,2,3,2
3800000110,KEL CORN FLAKES,KEL,26,16,13,24,9,34,26,15,15,34,9,33,16,63,26,20,31,7,15,17,17,16,12,13,14,17,13,18,16,8,6,18,30,22,19,7,9,10,21,20,20,10,20,15,5,15,14,17,20,16,15,27,19,10,17,15,19,52,29,9,16,15,15,23,26,15,21,13,17,14,13,12,23,25,28,9,18,22,18,14,10,17,10,12,16,24,21,17,15,21,18,24,22,19,31,19,19,22,20,21,23,20,21,16,26,24,21,26,19,17,21,18,16,14,18,10,18,40,18,12,19,21,13,21,12,13,25,15,22,19,26,21,22,21,22,10,24,59,52,17,25,14,11,22,22,18,22,15,21,14,16,26,30,21,21,29,9
3800000120,KEL CORN FLAKES,KEL,19,19,66,32,28,30,21,27,21,62,40,24,24,106,23,27,19,29,25,38,19,24,25,33,19,37,28,36,29,24,24,26,15,17,21,26,23,27,24,23,27,26,22,20,26,20,14,25,29,30,25,28,34,28,39,31,27,18,20,16,22,15,15,24,38,28,17,38,22,8,21,23,41,22,21,28,21,20,17,25,15,19,34,22,23,17,23,12,22,23,18,14,12,16,20,14,23,17,25,21,30,22,45,23,36,13,24,18,22,32,22,16,30,32,20,25,20,27,20,22,17,43,23,27,27,19,42,19,16,20,25,27,26,25,26,26,22,30,17,17,18,18,22,18,21,18,24,23,26,18,26,28,26,29,34,44,16
3800000820,KEL RAISIN BRAN,KEL,44,7,93,7,3,64,29,3,3,135,26,18,1,198,24,5,2,6,173,26,2,5,6,8,9,8,4,8,7,8,1,6,66,8,112,19,26,37,13,15,145,22,5,60,17,4,12,5,3,31,25,25,22,7,30,3,6,4,5,4,8,4,7,7,6,7,5,46,11,14,7,5,32,22,22,11,7,1,4,1,3,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3800000828,KEL RAISIN BRAN,KEL,6,7,14,4,7,10,6,24,2,4,12,5,49,11,11,7,55,8,11,5,22,10,16,11,14,5,4,8,10,10,6,1,7,16,11,3,8,10,2,9,2,7,5,5,4,7,9,6,3,9,3,4,7,7,5,7,6,12,9,10,18,19,11,9,12,10,10,11,21,24,14,13,4,6,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3800001302,KEL ALL-BRAN BRAN BUDS,KEL,0,2,0,1,1,0,1,1,0,2,0,2,1,0,2,1,0,2,0,0,1,1,1,0,2,1,1,3,2,0,1,1,1,1,1,3,1,0,0,1,0,2,4,0,1,0,1,1,2,1,0,1,0,1,1,1,0,3,0,0,1,1,1,1,1,1,3,1,0,2,3,0,2,0,1,1,0,1,1,0,4,1,5,0,0,0,0,2,0,1,3,2,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,2,0,1,1,0,0,1,0,0,0,0,1,1,2,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,2,0,0,0,1,1,2,0,1,1,0,2,1,0
3800001411,KEL ALL-BRAN,KEL,4,1,5,5,4,2,2,3,9,1,0,2,3,3,2,1,4,1,2,2,2,5,5,5,3,1,2,3,1,2,1,4,2,2,1,2,1,8,1,3,0,3,1,4,1,6,0,2,4,2,2,0,1,0,4,2,1,3,2,3,2,4,4,1,2,7,0,0,1,2,2,2,0,2,0,4,2,1,3,1,2,3,1,0,1,3,3,2,1,3,3,2,2,3,2,1,4,3,1,3,3,2,2,1,0,4,4,1,4,1,2,4,1,2,1,2,3,4,2,1,2,1,6,0,1,1,1,2,5,1,3,1,1,0,5,0,3,1,3,0,2,4,1,2,2,2,2,2,0,5,0,0,2,0,0,3,5
3800001611,KEL SPECIAL K,KEL,22,40,18,26,19,48,56,16,20,18,20,18,34,19,20,16,33,12,17,12,31,26,13,15,12,30,33,17,26,14,17,25,12,15,23,9,14,21,14,23,21,14,13,14,18,21,11,13,22,9,17,17,27,14,22,48,29,22,9,13,18,22,11,10,11,11,8,18,12,14,18,18,21,17,23,4,20,21,15,22,16,17,20,15,22,20,22,26,32,22,10,13,15,17,23,15,20,20,18,18,13,9,27,15,16,18,95,23,25,19,27,19,20,17,30,17,10,17,15,12,15,19,18,28,18,15,19,18,29,26,15,15,19,26,25,18,40,14,22,24,17,19,48,12,20,29,26,18,24,22,22,14,19,26,10,6,16
3800001621,KEL SPECIAL K,KEL,14,13,17,17,11,18,15,13,17,10,12,13,21,13,7,10,12,10,14,7,11,9,23,11,12,13,10,6,11,5,11,4,16,11,11,18,14,13,14,22,14,13,8,18,11,9,13,14,9,12,8,15,6,10,19,12,8,16,13,16,10,13,5,6,7,17,10,13,11,14,9,11,12,20,14,18,8,10,9,7,4,7,10,9,9,7,8,5,4,11,17,11,14,8,13,15,14,13,11,7,9,18,16,10,7,13,20,11,16,10,5,10,3,17,12,6,6,8,14,5,9,12,7,13,17,13,10,10,9,14,16,9,13,13,18,16,10,5,12,8,6,12,20,10,5,15,9,7,9,8,17,4,11,14,10,11,11
3800001932,KEL FROSTED MINI-WHEATS,KEL,0,1,1,15,1,2,6,5,2,1,9,3,0,3,10,1,0,5,1,2,4,9,2,2,3,4,6,2,3,9,2,1,1,2,1,1,1,9,2,3,3,2,2,2,0,1,4,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3800003530,KEL CRISPIX,KEL,12,9,61,16,8,32,9,16,11,57,29,8,13,126,22,7,13,11,10,14,16,15,6,15,16,3,9,12,14,7,14,12,14,14,17,13,20,10,14,10,15,11,14,8,28,27,20,31,44,51,36,50,49,22,20,13,11,28,25,20,15,31,19,20,15,11,9,31,7,17,13,13,36,26,26,14,20,15,11,11,18,11,24,12,16,19,15,21,19,12,16,21,17,14,18,13,4,19,13,15,14,14,28,17,20,22,18,16,26,17,17,13,20,23,27,12,16,17,8,14,12,30,13,11,33,18,30,16,20,14,16,15,24,11,30,17,17,13,13,23,14,16,14,23,7,12,18,8,23,20,15,17,25,15,13,13,18
3800003644,KEL SPECIAL K RED BERRY,KEL,19,10,27,25,26,21,10,7,12,17,14,18,10,13,7,16,10,17,15,22,14,13,21,16,12,9,18,11,13,15,5,14,16,13,9,15,18,19,9,13,23,15,11,7,11,12,9,13,9,13,11,8,5,14,17,14,15,9,14,7,9,8,12,12,10,7,6,7,16,9,5,9,10,13,6,8,6,5,9,7,5,2,5,8,4,7,6,4,5,6,8,6,6,13,3,5,6,8,8,5,3,9,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3800004530,KEL CRACKLIN' OAT BRAN,KEL,3,0,2,8,2,6,3,6,6,4,7,3,5,1,5,5,3,3,4,6,1,2,7,2,1,1,2,1,1,1,3,4,1,1,1,2,6,3,9,3,7,2,3,4,3,2,1,4,3,5,4,1,4,1,5,1,4,6,6,1,3,3,6,2,2,1,2,3,2,6,2,1,4,0,0,0,4,0,1,3,5,0,2,3,0,2,1,3,2,4,3,3,1,3,1,5,2,4,2,1,2,1,0,5,0,1,0,4,4,3,0,0,2,2,0,2,0,1,2,2,4,2,2,2,1,2,2,4,3,2,5,1,4,1,0,2,3,1,6,2,2,0,2,0,5,5,0,4,3,3,2,4,2,1,4,4,4
3800005220,KEL FUN PAK,KEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3800007648,KEL SPECIAL K VANILLA ALMOND,KEL,7,34,12,10,10,41,41,3,9,10,5,7,7,11,23,17,16,5,7,8,14,6,10,10,10,7,20,12,4,7,17,6,6,9,11,5,4,10,8,17,11,8,4,5,6,5,7,3,6,4,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3800020913,KEL SPECIAL K,KEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,1,1,0,2,1,6,5,3,4,0,1,0,3,4,2,4,4,0,1,4,2,0,2,1,7,7,3,3,1,0,5,7,7,0,1,1,2,4,1,0,1,2,5,2,6,0,1,4,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3800024330,KEL SPECIAL K FRUIT & YOGURT,KEL,12,46,17,17,24,61,48,13,19,16,6,8,12,14,32,33,24,12,6,11,29,10,6,12,13,10,23,19,10,16,23,7,12,6,7,4,8,7,6,24,8,6,6,7,5,5,8,1,4,5,7,4,3,12,21,50,17,11,7,7,9,8,13,6,12,17,30,16,9,13,25,21,10,7,6,15,14,6,3,34,24,7,7,11,3,9,22,44,30,31,7,7,6,12,9,8,4,7,9,1,5,7,11,5,6,38,123,34,40,34,5,9,12,9,11,0,13,17,8,12,7,8,8,31,13,21,19,10,8,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
3800026754,KEL FROSTED MINI-WHEATS,KEL,8,6,12,18,5,4,16,7,7,4,12,7,9,9,25,6,6,12,9,8,5,14,4,11,6,5,3,8,5,14,6,7,7,5,6,7,11,13,5,6,5,9,3,6,5,4,6,3,1,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3800029121,KEL RICE KRISPIES,KEL,24,22,29,19,26,31,39,54,32,26,20,22,51,21,17,40,93,18,31,32,65,33,47,27,35,26,17,31,21,26,23,23,15,23,19,22,20,19,30,22,23,18,27,13,28,27,31,19,30,33,29,25,34,21,22,15,24,27,21,15,22,36,24,19,13,27,18,21,38,34,23,22,18,26,23,22,31,33,32,28,19,30,22,20,25,20,34,28,21,26,18,22,25,46,21,28,41,28,25,35,36,19,26,50,26,24,28,27,35,24,22,26,25,30,135,47,42,20,20,19,31,24,25,40,25,39,30,36,37,25,27,16,39,32,32,26,21,29,28,37,39,25,24,35,37,25,33,40,27,32,34,33,34,27,33,32,12
3800031827,KEL SPECIAL K CHOCOLATY DELGHT,KEL,8,8,8,10,13,21,25,7,12,7,5,7,6,11,13,27,14,9,6,12,8,9,4,7,14,15,17,11,2,5,16,6,11,3,6,3,8,4,7,12,10,7,9,3,6,3,4,6,4,7,9,5,1,5,23,31,11,14,3,6,9,4,7,9,2,3,22,7,4,7,12,6,4,3,4,10,10,6,3,16,10,3,6,8,6,7,15,15,12,14,5,2,3,5,6,4,4,2,7,1,1,7,4,0,2,12,47,15,21,17,6,5,5,13,5,1,2,8,2,2,2,3,3,16,4,9,9,4,14,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3800031829,KEL FROSTED MINI-WHEATS,KEL,14,30,19,35,16,22,45,18,19,15,28,18,13,13,24,23,17,23,28,16,11,45,20,15,14,31,35,18,27,63,26,26,26,18,26,29,20,54,31,26,29,13,19,35,15,28,30,21,24,14,16,25,29,1,24,30,15,29,27,13,25,15,19,17,47,42,32,57,39,28,11,32,29,29,31,44,17,26,23,32,31,39,49,32,34,20,25,38,14,19,24,23,24,6,0,19,16,24,28,21,30,12,28,28,28,18,13,25,46,29,24,16,29,26,29,16,6,20,16,18,25,46,16,27,26,20,20,36,22,26,25,11,34,29,11,25,26,21,21,18,18,13,18,41,23,12,21,14,66,153,130,5,12,26,17,16,18
3800031834,KEL FROSTED MINI-WHEATS,KEL,13,10,8,8,13,8,11,25,14,10,12,6,51,11,14,14,69,10,10,15,49,15,36,19,12,8,15,19,8,10,8,18,12,17,10,13,11,13,13,11,8,10,7,11,7,10,14,8,11,17,12,6,12,16,12,16,12,16,9,10,7,24,22,9,10,9,12,7,33,23,15,15,13,19,11,12,13,13,12,12,14,10,8,11,15,14,12,12,12,19,9,8,52,10,0,6,8,15,12,4,11,8,10,3,10,10,16,13,12,9,14,9,9,20,68,20,21,11,15,11,34,20,17,20,7,7,6,12,13,11,12,9,6,8,15,8,9,8,14,6,10,8,9,11,4,10,6,8,6,11,7,9,3,7,16,7,9
3800031836,KEL FROSTED FLAKES,KEL,4,12,37,9,5,64,23,7,14,224,73,135,12,376,46,12,7,10,287,129,25,12,10,17,21,9,14,34,18,4,9,10,81,31,149,11,18,22,6,6,178,35,18,94,15,26,12,16,13,42,13,14,44,37,25,17,31,219,65,19,12,8,30,42,52,33,55,137,39,18,17,20,13,44,15,8,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3800031838,KEL FROSTED FLAKES,KEL,32,28,176,13,13,27,42,12,27,4,58,17,9,11,11,18,9,5,6,9,4,6,4,6,14,14,33,38,6,8,18,86,41,20,30,31,41,15,8,3,16,10,10,6,12,23,4,5,2,15,16,7,4,17,20,10,8,1,22,52,11,9,32,30,89,44,32,7,10,10,4,9,89,63,51,37,19,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3800031841,KEL FROSTED FLAKES,KEL,29,25,25,19,35,26,42,90,38,21,22,18,116,23,31,29,122,15,16,26,110,25,66,56,31,26,16,13,22,22,13,14,21,42,18,15,29,22,73,33,16,33,17,18,17,30,19,22,24,38,24,19,17,28,36,21,15,23,23,21,21,47,40,19,13,12,18,20,73,43,20,36,13,10,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3800031844,KEL RICE KRISPIES,KEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,73,12,5,9,8,7,7,12,10,14,3,0,5,6,10,7,33,15,8,29,15,12,14,8,8,6,0,0,0,4,4,2,3,3,4,10,7,7,7,10,9,4,13,9,14,14,13,3,8,7,0,5,9,10,35,19,16,18,10,8,3,1,9,16,19,11,7,6,7,9,12,9,7,5,13,33,9,6,10,6,98,46,13,14,12,5,14,15,9,9,7,6,5,3,9,6,9,10,9,8
3800031846,KEL RICE KRISPIES,KEL,27,32,97,23,27,16,30,21,22,99,40,38,18,266,51,22,32,12,110,67,39,25,21,20,31,18,26,52,37,27,27,55,31,25,68,21,38,29,25,16,85,41,45,88,26,39,30,34,31,50,45,48,34,25,27,27,17,23,19,25,30,17,30,33,59,33,31,17,18,17,16,23,23,22,29,19,48,30,23,21,32,42,50,41,50,34,64,36,19,25,22,15,41,18,20,24,18,31,57,20,23,26,26,23,20,19,25,23,72,47,27,29,19,32,23,26,40,61,33,51,29,30,32,70,53,20,25,30,33,29,33,61,47,26,36,26,21,24,21,23,53,30,40,27,74,24,15,31,30,21,23,22,18,29,27,33,29
3800035701,KEL SPECIAL K CINNAMON PECAN,KEL,10,22,8,6,13,48,33,5,8,4,4,2,6,10,13,17,6,3,2,6,7,4,3,4,6,4,13,7,5,4,9,9,4,1,4,1,0,0,4,13,9,2,14,9,0,5,6,5,6,5,2,1,3,2,10,13,5,3,3,3,2,5,3,3,0,1,16,10,7,4,10,13,4,2,0,1,2,2,2,5,3,0,4,2,3,4,5,1,7,5,0,2,2,1,4,1,2,1,1,3,1,1,1,0,4,3,8,8,2,1,4,2,3,8,3,5,1,3,1,1,1,1,3,7,1,1,3,3,6,0,0,0,2,0,0,0,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3800038948,KEL FROSTED MINI-WHEATS,KEL,7,4,8,13,1,3,16,0,3,5,7,5,3,6,15,4,3,9,3,6,3,8,2,3,2,3,4,4,3,12,5,5,5,2,4,3,6,9,3,1,5,4,4,1,4,1,3,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3800039103,KEL HONEY SMACKS,KEL,6,9,31,1,9,4,7,6,3,77,6,3,8,148,17,13,4,6,1,7,5,2,4,8,10,6,4,5,10,5,2,56,40,11,6,4,13,7,4,4,10,2,0,1,0,0,0,0,0,9,4,7,4,6,11,2,6,11,9,30,21,21,28,16,32,13,28,10,7,4,8,7,7,7,4,10,48,29,5,5,48,27,28,30,33,18,25,13,19,18,10,13,11,13,5,11,13,18,7,3,6,4,8,5,8,9,13,7,16,15,10,6,12,4,8,15,6,72,25,10,8,6,8,80,37,5,11,6,12,4,15,3,15,6,4,5,2,8,2,7,54,7,7,1,90,8,8,5,5,9,6,5,2,5,7,3,4
